week,search_query,search_query_score,search_quey_volume,imp_total_count,imp_ASIN_count,imp_ASIN_share,clk_total_count,clk_click_rate,clk_ASIN_count,clk_ASIN_share,cart_total_count,cart_add_rate,cart_ASIN_count,cart_ASIN_share,pur_total_count,pur_purchase_rate,pur_ASIN_count,pur_ASIN_share
Week 3,oral sensory toys,89,491,11517,186,1.62,156,31.77,3,1.92,33,6.72,1,3.03,9,1.83,0,0
Week 3,social emotional toys,90,634,16691,143,0.86,240,37.85,3,1.25,69,10.88,1,1.45,11,1.74,0,0
Week 3,sensory chair,91,1344,30113,193,0.64,320,23.81,1,0.31,61,4.54,1,1.64,6,0.45,0,0
Week 3,autism sensory,92,656,14461,192,1.33,168,25.61,1,0.6,51,7.77,1,1.96,8,1.22,0,0
Week 3,stimming toys for autism adults,93,321,6980,148,2.12,109,33.96,2,1.83,17,5.3,1,5.88,3,0.93,0,0
Week 3,occupational therapy toys,94,3287,75657,147,0.19,1078,32.8,2,0.19,388,11.8,1,0.26,53,1.61,0,0
Week 3,noodle fidget toy,95,170,3816,104,2.73,54,31.76,3,5.56,22,12.94,1,4.55,8,4.71,0,0
Week 3,autism sensory toys for kids 5-7,96,278,6352,144,2.27,85,30.58,1,1.18,21,7.55,1,4.76,5,1.8,0,0
Week 3,proprioceptive toys,97,178,3973,106,2.67,30,16.85,2,6.67,11,6.18,1,9.09,0,0,0,
Week 3,fidget toys for toddlers 3-5,98,357,7256,74,1.02,125,35.01,2,1.6,38,10.64,1,2.63,11,3.08,0,0
Week 3,textured monkey noodles,99,35,916,35,3.82,28,80,3,10.71,12,34.29,1,8.33,3,8.57,0,0
Week 3,baby rope toy,100,45,1013,25,2.47,14,31.11,3,21.43,3,6.67,1,33.33,0,0,0,
Week 2,sensory toys,1,36773,873907,15058,1.72,9930,27,103,1.04,3162,8.6,46,1.45,491,1.34,9,1.83
Week 2,sensory toys for autistic children,2,23929,532805,3471,0.65,8000,33.43,49,0.61,2313,9.67,22,0.95,366,1.53,5,1.37
Week 2,autism sensory toys,3,6764,144944,2406,1.66,1859,27.48,19,1.02,557,8.23,6,1.08,88,1.3,1,1.14
Week 2,sensory toys for kids 5-7,4,6311,137064,1499,1.09,1799,28.51,17,0.94,527,8.35,9,1.71,87,1.38,1,1.15
Week 2,fidget toys adults,5,77107,1678439,2148,0.13,25123,32.58,15,0.06,4583,5.94,6,0.13,943,1.22,1,0.11
Week 2,autism sensory products,6,3718,78770,1522,1.93,1057,28.43,10,0.95,301,8.1,6,1.99,24,0.65,2,8.33
Week 2,autistic toys for boys 5-7,7,1061,22604,484,2.14,314,29.59,7,2.23,89,8.39,6,6.74,16,1.51,2,12.5
Week 2,bunmo textured stretchy strings,8,5,155,5,3.23,5,100,4,80,4,80,4,100,3,60,3,100
Week 2,autism toys,9,3518,78903,814,1.03,854,24.28,5,0.59,235,6.68,3,1.28,30,0.85,2,6.67
Week 2,proprioceptive toys,10,194,4086,80,1.96,50,25.77,3,6,14,7.22,3,21.43,4,2.06,3,75
Week 2,bunmo sensory toys,11,147,4052,117,2.89,76,51.7,5,6.58,37,25.17,5,13.51,13,8.84,2,15.38
Week 2,stretchy string,12,642,15222,493,3.24,264,41.12,12,4.55,103,16.04,4,3.88,24,3.74,1,4.17
Week 2,stretchy toys,13,2006,45080,580,1.29,657,32.75,6,0.91,142,7.08,4,2.82,33,1.65,1,3.03
Week 2,sensory strings,14,65,1466,39,2.66,21,32.31,6,28.57,8,12.31,2,25,4,6.15,2,50
Week 2,special needs toys for children,15,2162,49012,150,0.31,553,25.58,2,0.36,160,7.4,2,1.25,22,1.02,2,9.09
Week 2,sensory toys squishy,16,94,1949,50,2.57,27,28.72,3,11.11,12,12.77,2,16.67,2,2.13,2,100
Week 2,calm corner items,17,474,12476,86,0.69,227,47.89,4,1.76,100,21.1,4,4,13,2.74,1,7.69
Week 2,toys for autism,18,430,10536,207,1.96,121,28.14,3,2.48,42,9.77,3,7.14,16,3.72,1,6.25
Week 2,sensory toys for autism,19,154,3566,72,2.02,49,31.82,5,10.2,20,12.99,3,15,2,1.3,1,50
Week 2,sensory chew toys,20,1473,31967,267,0.84,442,30.01,4,0.9,140,9.5,2,1.43,37,2.51,1,2.7
Week 2,occupational therapy toys,21,3575,81828,218,0.27,1047,29.29,3,0.29,410,11.47,2,0.49,55,1.54,1,1.82
Week 2,bunmo,22,127,3368,94,2.79,99,77.95,6,6.06,25,19.69,2,8,5,3.94,1,20
Week 2,sensory items,23,785,26334,332,1.26,241,30.7,4,1.66,84,10.7,4,4.76,16,2.04,0,0
Week 2,stretchy fidget toy,24,481,11195,394,3.52,196,40.75,3,1.53,67,13.93,1,1.49,20,4.16,1,5
Week 2,sensory stretchy toys,25,32,858,40,4.66,13,40.63,4,30.77,4,12.5,2,50,1,3.13,1,100
Week 2,calming toys for kids,26,1368,34062,307,0.9,522,38.16,3,0.57,184,13.45,1,0.54,32,2.34,1,3.13
Week 2,fidgets for preschoolers,27,99,3121,23,0.74,48,48.48,2,4.17,22,22.22,2,9.09,3,3.03,1,33.33
Week 2,stim noodles,28,2,78,2,2.56,4,200,2,50,2,100,2,100,1,50,1,100
Week 2,stimming toys,29,229,5550,108,1.95,68,29.69,3,4.41,17,7.42,1,5.88,2,0.87,1,50
Week 2,noodle fidget toy,30,165,3821,126,3.3,69,41.82,2,2.9,20,12.12,1,5,8,4.85,1,12.5
Week 2,special needs toys for teens,31,297,8030,120,1.49,60,20.2,2,3.33,17,5.72,1,5.88,8,2.69,1,12.5
Week 2,squishy sensory toys,32,140,3702,81,2.19,49,35,3,6.12,17,12.14,1,5.88,5,3.57,1,20
Week 2,textured monkey noodles,33,39,856,31,3.62,20,51.28,4,20,4,10.26,1,25,2,5.13,1,50
Week 2,autism,34,8858,190755,388,0.2,2323,26.22,4,0.17,494,5.58,2,0.4,42,0.47,0,0
Week 2,stim toys adhd adults,35,70,1493,15,1,29,41.43,2,6.9,9,12.86,1,11.11,1,1.43,1,100
Week 2,sensory bins for kids 5-7,36,514,11855,48,0.4,193,37.55,1,0.52,45,8.75,1,2.22,6,1.17,1,16.67
Week 2,bunmo fidget toys,37,17,688,16,2.33,11,64.71,1,9.09,8,47.06,1,12.5,4,23.53,1,25
Week 2,sensory stretch toys,38,28,606,14,2.31,10,35.71,1,10,6,21.43,1,16.67,3,10.71,1,33.33
Week 2,stretchy snakes,39,65,1463,13,0.89,28,43.08,1,3.57,3,4.62,1,33.33,2,3.08,1,50
Week 2,autism soothing toys,40,17,364,9,2.47,7,41.18,1,14.29,2,11.76,1,50,1,5.88,1,100
Week 2,social emotional fidgets,41,12,584,8,1.37,6,50,1,16.67,3,25,1,33.33,2,16.67,1,50
Week 2,bunmo super sensory stretchy strings 6pk,42,3,180,6,3.33,2,66.67,1,50,2,66.67,1,50,1,33.33,1,100
Week 2,sensory water bottles for kids with autism,43,30,606,6,0.99,10,33.33,1,10,4,13.33,1,25,3,10,1,33.33
Week 2,toys for down syndrome children,44,60,1269,5,0.39,13,21.67,1,7.69,4,6.67,1,25,4,6.67,1,25
Week 2,anger management toys for toddlers,45,5,205,4,1.95,4,80,1,25,1,20,1,100,1,20,1,100
Week 2,baby toys with cords,46,5,95,4,4.21,3,60,1,33.33,2,40,1,50,2,40,1,50
Week 2,fidget belt,47,16,635,4,0.63,6,37.5,1,16.67,1,6.25,1,100,1,6.25,1,100
Week 2,sensory toys for older children,48,7,134,4,2.99,4,57.14,1,25,2,28.57,1,50,1,14.29,1,100
Week 2,alzheimers products,49,1821,41603,3,0.01,486,26.69,1,0.21,109,5.99,1,0.92,22,1.21,1,4.55
Week 2,bunmo textured stretchy strings 6pk | calming & fun monkey noodles | super sensory stretchy worms for stress relief & stimulation | popular autism toys,50,3,112,3,2.68,2,66.67,1,50,2,66.67,1,50,2,66.67,1,50
Week 2,distracting toys for kids with sensory issues,51,3,57,3,5.26,2,66.67,1,50,2,66.67,1,50,1,33.33,1,100
Week 2,stretchy toy for toddlers,52,5,95,3,3.16,8,160,1,12.5,5,100,1,20,2,40,1,50
Week 2,"bunmo store, strechy strings 6 pack",53,1,35,2,5.71,1,100,1,100,1,100,1,100,1,100,1,100
Week 2,fidgets asd,54,2,79,2,2.53,3,150,1,33.33,3,150,1,33.33,3,150,1,33.33
Week 2,good sensory toys for boys,55,1,60,2,3.33,1,100,1,100,1,100,1,100,1,100,1,100
Week 2,long sensory toys,56,2,38,2,5.26,2,100,1,50,1,50,1,100,1,50,1,100
Week 2,oodles of noodles fidget,57,7,133,2,1.5,6,85.71,1,16.67,4,57.14,1,25,1,14.29,1,100
Week 2,sensory seeking pulling toys,58,2,50,2,4,2,100,1,50,2,100,1,50,1,50,1,100
Week 2,toddler autism lap,59,15,278,2,0.72,8,53.33,1,12.5,1,6.67,1,100,1,6.67,1,100
Week 2,todler autism toy,60,2,120,2,1.67,3,150,1,33.33,2,100,1,50,1,50,1,100
Week 2,toys for people with dementia,61,26,601,2,0.33,23,88.46,1,4.35,8,30.77,1,12.5,2,7.69,1,50
Week 2,z vibe sensory brush,62,3,98,2,2.04,3,100,1,33.33,2,66.67,1,50,2,66.67,1,50
Week 2,a am infants fidget toys,63,3,57,1,1.75,5,166.67,1,20,1,33.33,1,100,1,33.33,1,100
Week 2,atretchy sensory toys,64,1,20,1,5,2,200,1,50,1,100,1,100,1,100,1,100
Week 2,autistic toys for boys 5-7 spin,65,5,96,1,1.04,2,40,1,50,2,40,1,50,2,40,1,50
Week 2,best distracting toys for toddlers,66,6,114,1,0.88,3,50,1,33.33,2,33.33,1,50,1,16.67,1,100
Week 2,bunmo strcthy strigs,67,1,38,1,2.63,1,100,1,100,1,100,1,100,1,100,1,100
Week 2,bunno stretch,68,1,17,1,5.88,1,100,1,100,1,100,1,100,1,100,1,100
Week 2,calm strips trace for anxiety sensory stickers,69,8,150,1,0.67,2,25,1,50,1,12.5,1,100,1,12.5,1,100
Week 2,fidget toys baby toys sensory,70,9,171,1,0.58,5,55.56,1,20,2,22.22,1,50,2,22.22,1,50
Week 2,mouth toys for 2 year old with sensory issues,71,1,33,1,3.03,1,100,1,100,1,100,1,100,1,100,1,100
Week 2,noise making sensory toys,72,10,190,1,0.53,6,60,1,16.67,4,40,1,25,4,40,1,25
Week 2,noodles sensory toy nee doh,73,2,38,1,2.63,1,50,1,100,1,50,1,100,1,50,1,100
Week 2,rubber stretch tubes kids,74,1,60,1,1.67,1,100,1,100,1,100,1,100,1,100,1,100
Week 2,sensirt strtch,75,1,19,1,5.26,1,100,1,100,1,100,1,100,1,100,1,100
Week 2,sensory toy toys,76,3,58,1,1.72,2,66.67,1,50,1,33.33,1,100,1,33.33,1,100
Week 2,sensory toys sting,77,1,60,1,1.67,1,100,1,100,1,100,1,100,1,100,1,100
Week 2,stress cords,78,1,18,1,5.56,1,100,1,100,1,100,1,100,1,100,1,100
Week 2,strings 6pk calming and fun,79,1,55,1,1.82,1,100,1,100,1,100,1,100,1,100,1,100
Week 2,tactile rope for autistic,80,1,60,1,1.67,1,100,1,100,1,100,1,100,1,100,1,100
Week 2,textured stretchy calming & fun worms,81,1,60,1,1.67,1,100,1,100,1,100,1,100,1,100,1,100
Week 2,toys for boy autistic,82,3,57,1,1.75,2,66.67,1,50,1,33.33,1,100,1,33.33,1,100
Week 2,autism toys for kids 5-7,83,2883,60648,275,0.45,948,32.88,5,0.53,235,8.15,2,0.85,37,1.28,0,0
Week 2,noodles sensory toy,84,12,269,22,8.18,6,50,4,66.67,4,33.33,3,75,0,0,0,
Week 2,string toys for toddlers 1-3,85,58,1122,38,3.39,20,34.48,3,15,9,15.52,3,33.33,1,1.72,0,0
Week 2,social emotional toys,86,578,16399,160,0.98,275,47.58,5,1.82,110,19.03,2,1.82,1,0.17,0,0
Week 2,sensory toys for autistic adults,87,396,8783,175,1.99,90,22.73,4,4.44,28,7.07,2,7.14,3,0.76,0,0
Week 2,down syndrome gifts for kids,88,458,10215,210,2.06,90,19.65,3,3.33,29,6.33,2,6.9,6,1.31,0,0
Week 2,stretchy strings,89,133,3308,144,4.35,54,40.6,4,7.41,23,17.29,2,8.7,9,6.77,0,0
Week 2,sensory chair,90,1493,34382,160,0.47,417,27.93,2,0.48,72,4.82,2,2.78,5,0.33,0,0
Week 2,disabled products for adults,91,2449,54708,404,0.74,563,22.99,9,1.6,134,5.47,0,0,20,0.82,0,0
Week 2,autism toys for kids 5-7 non verbal,92,197,4151,105,2.53,64,32.49,3,4.69,21,10.66,2,9.52,4,2.03,0,0
Week 2,sensory toys for toddlers 1-3 autism,93,191,4139,97,2.34,43,22.51,3,6.98,14,7.33,2,14.29,1,0.52,0,0
Week 2,autism sensory toys for kids 5-7,94,312,6274,131,2.09,79,25.32,2,2.53,17,5.45,2,11.76,4,1.28,0,0
Week 2,z vibe,95,708,17837,286,1.6,279,39.41,2,0.72,88,12.43,1,1.14,25,3.53,0,0
Week 2,sensory string toys,96,28,615,24,3.9,9,32.14,2,22.22,3,10.71,2,66.67,1,3.57,0,0
Week 2,sensory seeking toys for toddlers 1-3,97,47,923,15,1.63,24,51.06,2,8.33,14,29.79,2,14.29,0,0,0,
Week 2,monkey noodles,98,2693,65744,229,0.35,1156,42.93,3,0.26,487,18.08,1,0.21,136,5.05,0,0
Week 2,toys under 10 dollars,99,5992,126172,234,0.19,1364,22.76,2,0.15,431,7.19,1,0.23,110,1.84,0,0
Week 2,toddler chew toy sensory,100,611,12051,121,1,211,34.53,3,1.42,79,12.93,1,1.27,13,2.13,0,0
Week 1,sensory toys,1,33271,765752,10001,1.31,8371,25.16,79,0.94,2558,7.69,35,1.37,400,1.2,11,2.75
Week 1,sensory toys for autistic children,2,21606,473091,4684,0.99,6941,32.13,54,0.78,1937,8.97,34,1.76,316,1.46,12,3.8
Week 1,autistic toys for boys 5-7,3,1494,31663,752,2.38,456,30.52,14,3.07,127,8.5,11,8.66,39,2.61,7,17.95
Week 1,autism sensory toys,4,6435,136572,2235,1.64,1767,27.46,20,1.13,580,9.01,10,1.72,76,1.18,2,2.63
Week 1,autism sensory products,5,4117,85988,1661,1.93,1070,25.99,7,0.65,306,7.43,5,1.63,27,0.66,2,7.41
Week 1,sensory toys for kids 5-7,6,6474,139454,1152,0.83,2011,31.06,12,0.6,645,9.96,5,0.78,125,1.93,2,1.6
Week 1,fidget toys adults,7,72218,1569190,2023,0.13,23186,32.11,10,0.04,4154,5.75,3,0.07,842,1.17,1,0.12
Week 1,sensory toys for autistic adults,8,471,9979,254,2.55,131,27.81,6,4.58,50,10.62,4,8,8,1.7,3,37.5
Week 1,bunmo sensory toys,9,184,4638,130,2.8,94,51.09,7,7.45,53,28.8,6,11.32,13,7.07,1,7.69
Week 1,squishy sensory toy,10,19,367,23,6.27,6,31.58,2,33.33,3,15.79,2,66.67,3,15.79,2,66.67
Week 1,autism toys,11,3686,81722,642,0.79,1030,27.94,4,0.39,300,8.14,2,0.67,46,1.25,1,2.17
Week 1,bunmo 6pk textured noodle sensory toys,12,2,120,4,3.33,2,100,2,100,2,100,2,100,2,100,2,100
Week 1,toys for boys who have autism,13,2,40,2,5,2,100,2,100,2,100,2,100,2,100,2,100
Week 1,toys for kids with autism,14,998,20915,118,0.56,289,28.96,5,1.73,76,7.62,3,3.95,13,1.3,1,7.69
Week 1,toys for autistic children age 5-7,15,1702,36060,308,0.85,575,33.78,4,0.7,157,9.22,2,1.27,31,1.82,1,3.23
Week 1,stretchy toys,16,1745,37952,646,1.7,547,31.35,6,1.1,147,8.42,3,2.04,26,1.49,0,0
Week 1,fidget toys for toddlers 3-5,17,276,6082,48,0.79,91,32.97,3,3.3,26,9.42,3,11.54,5,1.81,1,20
Week 1,quiet toys for toddlers 1-3,18,505,9753,115,1.18,195,38.61,5,2.56,38,7.52,2,5.26,9,1.78,1,11.11
Week 1,fidget toys for toddlers 1-3,19,2475,51054,181,0.35,849,34.3,3,0.35,232,9.37,2,0.86,59,2.38,1,1.69
Week 1,special needs toys for teens,20,240,5247,105,2,46,19.17,3,6.52,10,4.17,2,20,3,1.25,1,33.33
Week 1,fidget toys for toddlers,21,272,6149,44,0.72,81,29.78,2,2.47,28,10.29,2,7.14,6,2.21,1,16.67
Week 1,sensory strings,22,50,1353,28,2.07,13,26,2,15.38,9,18,2,22.22,1,2,1,100
Week 1,autism chew toys sensory,23,1619,33023,277,0.84,590,36.44,2,0.34,191,11.8,1,0.52,54,3.34,1,1.85
Week 1,squiggly toys for kids,24,16,287,8,2.79,6,37.5,2,33.33,3,18.75,2,66.67,1,6.25,1,100
Week 1,textured noodle,25,8,187,6,3.21,5,62.5,2,40,2,25,2,100,1,12.5,1,100
Week 1,bunmo textured stretchy strings 6pk,26,5,137,5,3.65,4,80,2,50,4,80,2,50,2,40,1,50
Week 1,social emotional toys,27,467,12217,163,1.33,186,39.83,2,1.08,63,13.49,1,1.59,18,3.85,1,5.56
Week 1,flipazoo,28,686,14286,190,1.33,159,23.18,1,0.63,14,2.04,1,7.14,4,0.58,1,25
Week 1,sensory table materials,29,719,16526,161,0.97,276,38.39,1,0.36,82,11.4,1,1.22,6,0.83,1,16.67
Week 1,spark create imagine bumpie ball,30,621,11669,454,3.89,149,23.99,3,2.01,54,8.7,2,3.7,1,0.16,0,0
Week 1,theraputty,31,2162,61186,43,0.07,1152,53.28,2,0.17,334,15.45,1,0.3,123,5.69,1,0.81
Week 1,alzheimers fidget toys,32,106,2954,38,1.29,47,44.34,2,4.26,5,4.72,1,20,4,3.77,1,25
Week 1,emotional regulation toys,33,155,3455,32,0.93,62,40,2,3.23,19,12.26,1,5.26,11,7.1,1,9.09
Week 1,toys for toddlers with autism and sensory issues,34,7,161,5,3.11,3,42.86,2,66.67,1,14.29,1,100,1,14.29,1,100
Week 1,calming cuddle ball,35,127,3423,41,1.2,55,43.31,1,1.82,14,11.02,1,7.14,1,0.79,1,100
Week 1,b082d7wvt8,36,3,27,3,11.11,2,66.67,2,100,1,33.33,1,100,1,33.33,1,100
Week 1,bunmo textured stretchy strings 6pk | calming & fun monkey noodles | super sensory stretchy worms for stress relief & stimulation | popular autism toys,37,3,76,3,3.95,2,66.67,2,100,1,33.33,1,100,1,33.33,1,100
Week 1,texture toys for autism,38,55,1049,26,2.48,26,47.27,1,3.85,5,9.09,1,20,4,7.27,1,25
Week 1,sensory brushes for autism,39,200,4314,23,0.53,77,38.5,1,1.3,41,20.5,1,2.44,11,5.5,1,9.09
Week 1,toddler stress relief toys,40,35,903,23,2.55,12,34.29,1,8.33,3,8.57,1,33.33,2,5.71,1,50
Week 1,sensory bath toys for autistic children,41,86,1633,21,1.29,41,47.67,1,2.44,12,13.95,1,8.33,1,1.16,1,100
Week 1,squish toy,42,675,16165,14,0.09,182,26.96,1,0.55,44,6.52,1,2.27,11,1.63,1,9.09
Week 1,string sensory toys,43,26,530,14,2.64,6,23.08,1,16.67,3,11.54,1,33.33,1,3.85,1,100
Week 1,sensory squeeze toys,44,45,1502,13,0.87,15,33.33,1,6.67,5,11.11,1,20,2,4.44,1,50
Week 1,handicapped toys,45,15,286,11,3.85,10,66.67,1,10,1,6.67,1,100,1,6.67,1,100
Week 1,sensory pull toy,46,72,1605,7,0.44,33,45.83,1,3.03,14,19.44,1,7.14,6,8.33,1,16.67
Week 1,sensory chew bracelet,47,104,2101,6,0.29,47,45.19,1,2.13,15,14.42,1,6.67,6,5.77,1,16.67
Week 1,sensory toys bunmo,48,5,177,5,2.82,3,60,1,33.33,3,60,1,33.33,2,40,1,50
Week 1,stimulation toys for toddler,49,6,114,5,4.39,6,100,1,16.67,1,16.67,1,100,1,16.67,1,100
Week 1,stretchy sensory toys squer,50,5,95,5,5.26,2,40,1,50,2,40,1,50,2,40,1,50
Week 1,learning toys for down syndrome,51,4,76,4,5.26,2,50,1,50,1,25,1,100,1,25,1,100
Week 1,bunmo 6 pk textured noodle sensory toy,52,3,139,3,2.16,1,33.33,1,100,1,33.33,1,100,1,33.33,1,100
Week 1,kids with autism toys fidget spinners,53,4,76,3,3.95,3,75,1,33.33,1,25,1,100,1,25,1,100
Week 1,strong sensory toys,54,8,160,3,1.88,3,37.5,1,33.33,1,12.5,1,100,1,12.5,1,100
Week 1,autistic restrainer,55,2,120,2,1.67,1,50,1,100,1,50,1,100,1,50,1,100
Week 1,baby string toys,56,21,368,2,0.54,4,19.05,1,25,1,4.76,1,100,1,4.76,1,100
Week 1,bunmo sensory toys - calming textured silly stretchy strings 6 pack,57,2,117,2,1.71,2,100,1,50,2,100,1,50,1,50,1,100
Week 1,rubber worm toy sensory,58,22,418,2,0.48,5,22.73,1,20,2,9.09,1,50,1,4.55,1,100
Week 1,20 month old autism toys,59,1,19,1,5.26,1,100,1,100,1,100,1,100,1,100,1,100
Week 1,autism awareness wooden sign,60,7,131,1,0.76,1,14.29,1,100,1,14.29,1,100,1,14.29,1,100
Week 1,autism toys bunmo,61,1,14,1,7.14,1,100,1,100,1,100,1,100,1,100,1,100
Week 1,baby silicone worm,62,1,19,1,5.26,1,100,1,100,1,100,1,100,1,100,1,100
Week 1,baby toy for calm with baby move,63,3,73,1,1.37,1,33.33,1,100,1,33.33,1,100,1,33.33,1,100
Week 1,baby toys quiet,64,2,110,1,0.91,2,100,1,50,1,50,1,100,1,50,1,100
Week 1,beats toy for autisam,65,1,20,1,5,1,100,1,100,1,100,1,100,1,100,1,100
Week 1,bumpy sensory toy,66,1,60,1,1.67,1,100,1,100,1,100,1,100,1,100,1,100
Week 1,materiales para ni̱os autistas,67,14,266,1,0.38,7,50,1,14.29,6,42.86,1,16.67,4,28.57,1,25
Week 1,sensory toys cowboy,68,3,57,1,1.75,2,66.67,1,50,1,33.33,1,100,1,33.33,1,100
Week 1,sensory toys for boys 5-7,69,4,199,1,0.5,2,50,1,50,1,25,1,100,1,25,1,100
Week 1,toy for kids to stay quiet,70,6,114,1,0.88,3,50,1,33.33,1,16.67,1,100,1,16.67,1,100
Week 1,disabled products for adults,71,2310,54321,351,0.65,554,23.98,10,1.81,130,5.63,1,0.77,14,0.61,0,0
Week 1,squishy sensory toys,72,149,3238,104,3.21,49,32.89,4,8.16,19,12.75,2,10.53,2,1.34,0,0
Week 1,down syndrome toys,73,273,5437,119,2.19,67,24.54,3,4.48,15,5.49,2,13.33,0,0,0,
Week 1,stimming toys for autism kids,74,268,5755,136,2.36,70,26.12,2,2.86,22,8.21,2,9.09,6,2.24,0,0
Week 1,noodle sensory toy,75,25,529,40,7.56,13,52,3,23.08,3,12,2,66.67,0,0,0,
Week 1,stim toy,76,1886,42703,311,0.73,479,25.4,2,0.42,168,8.91,1,0.6,12,0.64,0,0
Week 1,autism toys for kids 5-7,77,3128,65151,291,0.45,889,28.42,2,0.22,231,7.38,1,0.43,43,1.37,0,0
Week 1,ovipositor adult toy,78,37,519,6,1.16,10,27.03,2,20,3,8.11,2,66.67,0,0,0,
Week 1,teeter popper,79,940,21508,280,1.3,390,41.49,1,0.26,95,10.11,1,1.05,11,1.17,0,0
Week 1,autism gifts,80,647,13248,221,1.67,106,16.38,2,1.89,27,4.17,1,3.7,4,0.62,0,0
Week 1,special needs toys for children,81,1878,42049,215,0.51,438,23.32,2,0.46,122,6.5,1,0.82,24,1.28,0,0
Week 1,adult autism sensory products,82,263,5578,160,2.87,72,27.38,3,4.17,20,7.6,1,5,0,0,0,
Week 1,stretchy fidget toy,83,470,10760,231,2.15,202,42.98,1,0.5,64,13.62,1,1.56,16,3.4,0,0
Week 1,occupational therapy toys,84,2871,67095,188,0.28,845,29.43,2,0.24,358,12.47,1,0.28,40,1.39,0,0
Week 1,calming toys for kids,85,1150,26893,171,0.64,474,41.22,2,0.42,159,13.83,1,0.63,36,3.13,0,0
Week 1,autism sensory toys for kids 5-7,86,323,6968,143,2.05,98,30.34,2,2.04,29,8.98,1,3.45,4,1.24,0,0
Week 1,sensory room items,87,1720,38348,134,0.35,590,34.3,2,0.34,165,9.59,1,0.61,5,0.29,0,0
Week 1,squirting dido silicone,88,2484,39542,164,0.41,817,32.89,1,0.12,101,4.07,1,0.99,29,1.17,0,0
Week 1,specialkids.company,89,590,17897,414,2.31,117,19.83,1,0.85,4,0.68,0,0,0,0,0,
Week 1,toddler chew toy sensory,90,531,10148,82,0.81,196,36.91,3,1.53,58,10.92,1,1.72,24,4.52,0,0
Week 1,sensory tools,91,711,17468,138,0.79,204,28.69,1,0.49,65,9.14,1,1.54,7,0.98,0,0
Week 1,stretchy strings fidget toys,92,272,6121,80,1.31,140,51.47,2,1.43,39,14.34,1,2.56,10,3.68,0,0
Week 1,sensory chew toys,93,1417,29156,220,0.75,466,32.89,5,1.07,142,10.02,0,0,46,3.25,0,0
Week 1,best gifts for autistic teenager,94,301,6363,107,1.68,79,26.25,1,1.27,24,7.97,1,4.17,7,2.33,0,0
Week 1,soft fidget toys,95,151,3075,66,2.15,44,29.14,2,4.55,9,5.96,1,11.11,2,1.32,0,0
Week 1,mobi zippee,96,119,2866,60,2.09,84,70.59,2,2.38,51,42.86,1,1.96,9,7.56,0,0
Week 1,autism sensory toys for autistic adults,97,386,8078,95,1.18,86,22.28,1,1.16,26,6.74,1,3.85,2,0.52,0,0
Week 1,cerebral palsy equipment,98,315,6513,56,0.86,77,24.44,2,2.6,23,7.3,1,4.35,0,0,0,
Week 1,autism calming products,99,325,6860,92,1.34,71,21.85,1,1.41,16,4.92,1,6.25,1,0.31,0,0
Week 1,string toys for toddlers 1-3,100,75,1464,52,3.55,36,48,2,5.56,15,20,1,6.67,1,1.33,0,0
